signal_strength,network_type,tower_distance,user_speed,call_duration,weather_condition,dropped_call
-113,2G,8.699532434251914,104.06128253416227,13.042776661333434,Foggy,1
-69,4G,7.271009622662443,114.70117766101964,101.4915826466269,Foggy,1
-42,2G,7.482958452853648,28.405836701384374,591.0242857800582,Foggy,1
-74,4G,5.623481706991937,105.91385490206949,50.21613625791992,Clear,1
-65,3G,5.8882140926416655,11.637451501931446,408.87899224484573,Foggy,1
-107,4G,1.4231407559641283,6.684820333829422,109.76916665387115,Rainy,1
-93,3G,4.494205965370881,15.506856012329923,431.44755853174695,Foggy,1
-43,3G,4.562685210475002,6.928929536044319,425.0642897623861,Foggy,1
-119,4G,9.589128573110628,101.4014684586931,144.34844057391368,Foggy,1
-95,2G,4.367759939970565,7.086017334992634,165.4324675354265,Foggy,1
-107,2G,5.538492184537301,32.59970296363866,394.5885745932425,Rainy,1
-62,5G,5.379188852863114,12.450761224302767,237.10119307422713,Clear,0
-65,2G,6.403940998738839,35.4506443576518,120.75604197144722,Rainy,0
-114,5G,7.5075050301857695,10.867136112110458,440.34936127855167,Rainy,1
-118,2G,2.327914574091634,80.16039008916168,96.71777698011883,Clear,1
-98,2G,5.3343717490745135,15.999217961109018,514.1079801662432,Foggy,1
-103,3G,8.276585302428701,102.22151110066655,311.2283668108374,Clear,1
-83,5G,4.684835666991363,98.06292608719691,67.89185930818391,Clear,1
-106,2G,2.856729709098373,1.6394022564731303,417.97303845093575,Rainy,1
-57,5G,6.581619846027361,107.48716266181376,313.90200854685156,Clear,1
-93,3G,8.255297218411316,3.473318009204047,182.34425521791167,Foggy,1
-47,3G,0.7250888999811741,28.757494194906794,256.41093123319365,Rainy,0
-82,5G,7.790225785731549,3.886696533119407,182.51095743456176,Foggy,1
-64,3G,8.234314536321534,40.30121844471792,161.5003722669565,Rainy,1
-104,4G,4.669076983127207,61.6639830855926,102.34701040200875,Foggy,1
-77,4G,9.834726002502826,95.59738428181657,220.84644421679815,Clear,1
-96,3G,7.88841257300236,40.55778605638034,154.33738775806208,Clear,0
-104,4G,7.759259392467091,84.65880296077401,411.64351979708067,Clear,1
-108,2G,7.503601886679511,22.50053485427764,411.90666099216725,Foggy,1
-96,5G,1.5910202218609129,90.07181480929516,303.59494432060484,Rainy,1
-53,2G,2.250585775884807,28.319592709108505,467.876993844841,Rainy,0
-111,5G,4.693502301497808,17.22537071325215,505.5971328085987,Rainy,1
-54,3G,2.7136430645987124,22.249062044886514,349.9610421733925,Clear,0
-103,2G,4.210885626107,21.847575465822647,373.2664218442431,Foggy,1
-87,3G,8.895794688236915,61.54354552523894,173.31711632288727,Rainy,1
-113,3G,8.260836229604765,101.37570974257753,537.4471744197842,Foggy,1
-81,5G,6.337394796951823,9.552609239100676,19.402596431405247,Rainy,0
-79,5G,8.595391903085925,84.83475821921073,212.41846931849318,Clear,1
-80,5G,7.8593466512707675,78.52157515834291,434.47125082216434,Foggy,1
-115,2G,4.346950825224815,104.70239421952348,52.65325825434094,Rainy,1
-69,4G,2.090545005294457,29.297707260828865,113.98586881983411,Rainy,0
-95,5G,5.1905902960924575,54.01318304220355,355.62500807839643,Rainy,0
-57,5G,7.388665937032646,111.09928493322208,338.196234520817,Rainy,1
-62,2G,4.420554027422971,79.19921401623806,444.66233619791825,Clear,0
-65,5G,6.701041906860582,46.65220954339163,488.5045202574622,Rainy,0
-62,2G,1.033841520281332,15.769485942632215,81.50484921444313,Rainy,0
-51,3G,7.505246890076894,31.498200948070924,15.93668891626902,Clear,0
-88,5G,8.145864836941314,69.745857298726,415.33491919704915,Rainy,1
-68,5G,7.097694772227357,86.18015370726165,184.32811848098373,Foggy,1
-99,3G,9.67590951651102,14.930626422227217,377.4604287811824,Foggy,1
-100,3G,8.28385536886034,71.95167120528649,94.5740298970237,Rainy,1
-51,3G,9.040627905977729,66.04215346065013,284.0788277662479,Clear,1
-51,5G,9.342353726230716,61.674653602884966,305.13272390774495,Clear,1
-117,4G,8.033345119550706,82.81477412184095,353.12130074206357,Clear,1
-46,4G,6.775162535864341,100.49395141001543,310.3361597166858,Rainy,1
-59,4G,0.15661395547181395,38.758761981224204,299.93600828608476,Rainy,0
-59,5G,4.711674956908935,106.68146281331514,202.97682162039405,Foggy,1
-97,3G,5.754506756361374,19.276033514226082,47.35224060926131,Clear,0
-66,5G,3.1098996972351967,20.762864370139724,58.264517094121175,Rainy,0
-112,3G,3.2492340243443736,32.01264763487087,263.09807327225644,Rainy,1
-118,5G,9.615478215530635,14.343704345649337,216.69691105349085,Rainy,1
-90,5G,8.927937565507184,27.63830696194531,312.10020878132616,Clear,1
-81,3G,8.506872154466873,12.769411548341353,186.37871070747883,Clear,1
-85,4G,4.119516836890495,98.61029003824684,414.30650441591797,Foggy,1
-97,3G,0.235615649048254,16.67627902639495,519.0531190956588,Clear,0
-115,2G,0.8942002399115694,89.67570690718281,182.82359732818628,Rainy,1
-55,2G,3.1907440453542764,5.749664149600049,119.82548472372201,Foggy,1
-46,3G,0.25585483865720215,113.82243930166982,74.12744168118303,Clear,1
-117,5G,0.26978284096046135,85.33921050333194,371.6711541396334,Clear,1
-42,2G,9.174372686259868,0.815585830333414,269.0943147286388,Clear,1
-115,2G,7.090969170978635,91.66278002402568,116.86935173179192,Clear,1
-70,5G,3.1586643016747113,61.68983049194224,393.61635630865396,Rainy,0
-59,5G,1.4131813182494364,93.52382044021437,93.34749388814421,Clear,1
-64,4G,5.165193607161263,62.699617066870616,334.80891997953177,Rainy,0
-55,5G,0.15292699245820812,76.92298291624256,318.65328706703247,Rainy,0
-42,3G,9.390296064195626,94.35979864740486,441.8655417057196,Rainy,1
-46,3G,4.2066696819505776,48.61296655054281,37.79023576469672,Foggy,1
-113,4G,4.083116056849594,0.3249779784542506,533.2843944515415,Rainy,1
-95,2G,3.966876715059644,101.99357951342262,423.2800770573576,Clear,1
-70,2G,0.7863504708388711,45.70684351495951,133.59496901751353,Foggy,1
-76,5G,6.419390173939083,59.52512712198997,114.12618242279511,Clear,0
-77,3G,7.356735834320698,0.931997058476246,261.83782741555115,Rainy,0
-116,2G,6.793641436124074,59.051041242011756,491.4513710790352,Clear,1
-51,4G,1.4705113839610038,118.37848818860755,506.55524591776873,Foggy,1
-95,4G,5.830517663552366,33.392119298252354,314.67137482293293,Foggy,1
-53,3G,5.737896393305313,47.45019242908537,517.1824632986088,Clear,0
-102,4G,8.697266800619682,82.4627995762412,8.23900696905589,Clear,1
-101,4G,3.8533638179189054,97.77524010283904,25.928905761299983,Clear,1
-109,3G,3.777710842228399,50.086994880732036,547.5338482138619,Foggy,1
-74,5G,6.223417881310037,37.160264448155104,466.32249828212,Rainy,0
-120,5G,6.367419269645179,112.53909599820805,273.1701046589795,Clear,1
-107,4G,4.745923750525324,81.25739600060031,453.39802822940237,Rainy,1
-57,5G,4.486287687071169,14.28255653917693,573.6054797254359,Foggy,1
-83,5G,4.992061939315039,8.271345376157836,464.3932667093646,Clear,0
-84,4G,8.624348465082788,58.02598209484429,506.21094362190155,Clear,1
-110,5G,4.665552322413709,26.410807925672692,457.56091592708674,Foggy,1
-44,4G,9.405324740501243,30.47817040515042,105.08559999795725,Clear,1
-118,2G,5.089637259603627,105.32306145934179,500.97659523921334,Rainy,1
-88,3G,9.497086862490825,10.747922917957279,121.08974791440497,Foggy,1
-115,3G,8.34503582850385,85.84369382746675,536.1037401862675,Foggy,1
-71,5G,3.6880700938967084,32.53707040567057,277.89668935824017,Clear,0
-111,5G,8.650050070836498,91.23938656849653,407.80116762506196,Foggy,1
-116,5G,1.1896265135910409,86.68936613562535,300.85830448898287,Clear,1
-98,3G,9.257967035895843,0.887028173315163,60.92460300287821,Clear,1
-111,2G,6.353270799320627,61.0962495505919,177.97977303429573,Foggy,1
-77,2G,0.6384684103708808,16.718337885365564,590.3204531282186,Clear,0
-119,3G,6.478141564143034,103.9472436694412,576.6252772435413,Rainy,1
-108,2G,9.745051776033085,104.59030594348879,195.68970410505062,Rainy,1
-81,3G,0.7910264806848263,50.20149689925097,597.7965985259094,Clear,0
-119,2G,5.5914083268228545,53.327474214129666,508.10296132065525,Rainy,1
-56,4G,7.5031640626177865,36.393952728543255,368.52090216219153,Clear,0
-58,4G,8.12156000832536,85.99275587520373,28.87414905530065,Rainy,1
-48,3G,4.196891906675878,43.039363563175094,541.3608635753358,Foggy,1
-104,2G,2.121248935765606,32.13509694271605,336.67042116227026,Clear,1
-112,5G,0.5191885598466,51.86772714054099,521.7433099656479,Clear,1
-46,2G,5.839288955262525,10.978502206495047,501.48532634391665,Clear,0
-106,4G,4.583819595649347,89.59238455730446,500.6386980446462,Clear,1
-97,4G,9.492569511982138,1.5115681526144353,420.4134471253685,Clear,1
-83,2G,0.6999885863776069,77.33820738247127,178.39200751224894,Clear,0
-86,2G,6.885413900115457,21.94374321058469,205.0153533579893,Foggy,1
-72,5G,0.347165598988566,27.888485545729576,188.53918148669837,Foggy,1
-52,5G,1.797198349434373,76.27583983680479,16.927369721875994,Rainy,0
-59,2G,4.590432099236057,119.15321589394885,351.6285009828127,Clear,1
-61,2G,4.603237183748395,93.32609868870608,420.80603391538955,Rainy,1
-71,2G,6.888435375043074,27.100755866807038,513.0502661474961,Rainy,0
-43,2G,9.11110904519079,21.122970604936057,88.39843286272456,Foggy,1
-46,3G,6.426418373257716,103.94794443212045,328.78897364119706,Rainy,1
-112,2G,9.539997468729938,53.30207375058051,9.764843700900801,Foggy,1
-87,5G,8.827994834792177,16.446336339378654,61.58072038788404,Rainy,1
-45,4G,5.886547975754823,103.46537079863258,37.25598780256587,Clear,1
-86,3G,8.35454031409639,97.93108234971137,436.6594302392147,Rainy,1
-120,2G,6.461518342203977,118.06876366765962,53.23044050717388,Foggy,1
-81,4G,0.8777225261448988,109.16924240552207,431.28952402748007,Foggy,1
-57,3G,7.431590760269148,102.21484063926499,153.5266991242971,Foggy,1
-99,4G,1.0395935685467275,6.308927737320378,527.239211614679,Rainy,0
-61,2G,5.981419527640153,12.529844339774163,488.82424307646943,Rainy,0
-57,2G,7.056138037996465,68.27798331649474,574.9089793977895,Foggy,1
-49,5G,0.7586233212874669,63.777509553818504,530.8383991975289,Clear,0
-110,2G,2.3848670738726647,54.955585738744254,560.3310043742266,Clear,1
-107,2G,9.165155099390333,47.61471904975011,515.951725925418,Rainy,1
-61,3G,6.201513473105674,51.745258183719464,417.56223086583896,Rainy,0
-91,5G,2.538231586224263,68.31575209617543,106.3041955146344,Foggy,1
-86,3G,6.9377297343652655,0.24918211200974483,166.6659737181853,Rainy,0
-84,4G,6.008086557620727,31.285052895942265,131.5725448475125,Rainy,0
-116,2G,5.065599429187689,62.19356648264533,364.1335436566323,Foggy,1
-43,4G,9.76425105238203,86.66593184083754,304.65386309429283,Foggy,1
-95,3G,6.866192396334338,20.89880308744756,520.9125983092621,Rainy,0
-59,2G,3.8168669857123354,65.62574085449195,571.84035556695,Clear,0
-117,2G,8.020726977560994,85.73516206629381,245.89163432279588,Rainy,1
-79,3G,8.857374599919758,53.355318949668565,306.27857920208334,Clear,1
-103,3G,1.3396835392166313,3.249736040406126,583.0522322984629,Clear,1
-81,3G,2.0854744806681382,53.912179015876404,169.3621702657704,Clear,0
-49,3G,2.240647390365019,35.573386529298375,476.4725113384941,Foggy,1
-82,3G,6.942996912926749,111.5579529241594,139.01774188947152,Foggy,1
-107,2G,6.070091595027505,14.953606281399283,410.46876867803684,Foggy,1
-89,3G,6.228016490516023,78.29711466086786,155.90129844494567,Rainy,0
-70,2G,9.41365566692606,6.326371960140138,530.8213663546752,Foggy,1
-83,2G,7.781524174792329,53.54045253752358,339.0793765233227,Foggy,1
-98,3G,1.3665755526666536,66.47753846640967,115.63051632025882,Rainy,0
-58,3G,3.5403201160092923,35.75459175802386,138.4996595405992,Rainy,0
-106,5G,4.410397097139782,54.60907626244613,298.84027144631966,Clear,1
-96,2G,4.020019728601288,19.626455343622485,577.1532052170529,Rainy,0
-104,3G,6.726155230702604,36.49486193616434,462.9370875107744,Rainy,1
-55,3G,8.929741722239969,74.53275898922436,295.5442374813778,Foggy,1
-43,3G,3.1299094888756014,36.216006703338614,205.94289101451915,Clear,0
-68,5G,5.563583650569738,107.9691694090646,331.8147535423234,Clear,1
-70,5G,7.915153276944498,75.40883491691876,450.27469589002874,Rainy,0
-82,4G,4.2205587825689586,52.63788221231814,471.437510129416,Foggy,1
-70,2G,1.7643694711530291,4.650832266501896,198.14223486768208,Foggy,1
-51,4G,4.802014556111107,59.94580022456055,434.0897645872569,Foggy,1
-115,3G,0.6467029553559819,91.7731490550107,396.38432412153077,Foggy,1
-54,5G,9.42959619462254,31.866911761489636,575.6718137377949,Rainy,1
-114,5G,0.8407299314302331,96.81282835785208,558.9987228522689,Foggy,1
-70,4G,4.440721480980724,30.216811926105777,474.6806987341283,Clear,0
-49,5G,5.345824484776409,98.84956655409606,435.4198398686824,Clear,1
-79,3G,9.854507939644126,10.232200993401289,168.05474587404413,Rainy,1
-57,5G,1.7436160540643217,103.94204506428355,508.3493273786273,Foggy,1
-106,4G,1.2328720342623498,59.902374111999656,259.36589370945285,Foggy,1
-92,3G,0.18619085591918144,35.58451075443144,166.98312279109658,Foggy,1
-88,4G,1.640157225006093,31.813590049817854,233.57565098231018,Foggy,1
-94,5G,2.1520024927699097,51.84126707164352,502.3816165598222,Rainy,0
-85,4G,6.342751321672614,119.8859397724374,93.43676326884157,Foggy,1
-92,4G,2.275097224874864,26.439287212509907,276.41445096629434,Rainy,0
-83,2G,0.3031560658203196,12.385997865479954,297.95276874504634,Foggy,1
-64,5G,8.283521620474637,70.20422024623943,26.794670071297542,Foggy,1
-94,5G,3.719397439939271,58.625095972830856,121.46888758115837,Clear,0
-66,4G,3.601597197149266,62.90355252759688,496.9117450026346,Rainy,0
-88,2G,3.0945423887624735,80.03225010686604,499.3065962138826,Clear,1
-53,5G,9.756195443749567,32.057288384477914,178.98697491112753,Rainy,1
-55,3G,1.7841426313618869,109.27979944606662,525.5638545857661,Foggy,1
-111,4G,8.992556833137028,52.280647934674846,464.21084874566696,Foggy,1
-116,5G,7.790352988184891,15.490343417095414,253.65495285826862,Rainy,1
-47,3G,0.8571515594431995,89.07585080807331,450.3017749209975,Clear,1
-83,5G,9.868618104858403,77.17252231414203,576.9941055609097,Rainy,1
-108,3G,2.786523039036205,37.889208298084455,278.0869822488825,Rainy,1
-90,4G,1.0759709775218822,74.58224688408582,146.86417147732277,Foggy,1
-74,5G,8.31021091784502,26.383434764277226,565.3808175298427,Clear,1
-69,5G,7.096087783409229,53.38072312086354,364.2278516951376,Rainy,0
-65,2G,6.210466178191218,107.92950266007904,67.63277167585304,Clear,1
-106,4G,1.6442105506194384,16.02410797928993,345.74627543473025,Clear,1
-92,3G,4.837111550934022,46.40357399849544,302.84562922173774,Rainy,0
-113,5G,7.827504666183417,98.53709096644167,514.0753919749602,Clear,1
-116,5G,3.105876987624019,116.33890792874138,320.7636379092952,Foggy,1
-92,3G,3.1857293022989106,54.47113637061551,156.86329843484864,Foggy,1
-74,4G,0.13109496987640895,60.83995441720169,407.0082179996087,Foggy,1
-53,2G,1.8250096762892576,68.66063541405236,327.8323942586702,Foggy,1
-45,2G,8.766515688706159,111.8817769960453,143.66155381878912,Clear,1
-76,5G,4.4732902672133,102.98481491724357,346.30857547603017,Foggy,1
-119,3G,9.843921542420896,20.472134954597323,493.81366884436324,Rainy,1
-94,5G,4.017508839380547,52.410938141649,21.99969604578621,Foggy,1
-85,3G,7.1803459023243885,55.680051383571154,380.35636799384145,Rainy,0
-85,2G,2.8909985247568186,94.6915333978508,213.00319149171327,Rainy,1
-95,4G,3.701715447295242,72.34714591265224,179.13951022685737,Foggy,1
-78,3G,1.9881872771498572,78.50645544348156,238.5897114648612,Foggy,1
-94,2G,3.5359174481440103,119.78398891987412,208.50348522754908,Clear,1
-52,5G,5.517651452164366,8.995205216401567,500.18226849152273,Rainy,0
-101,3G,9.91855152169457,26.76117882404796,168.50469740690082,Foggy,1
-110,4G,6.675596959410678,48.94751248458562,441.2260487484183,Clear,1
-47,5G,2.0725349486423092,41.73388836586646,60.96559303601029,Foggy,1
-83,5G,0.5451182717563562,2.5974673616380306,571.0808416282273,Foggy,1
-115,2G,1.3509291650136552,11.013312776541099,375.2783991628883,Foggy,1
-49,3G,5.669296492603169,81.71439496842915,425.49755334151325,Rainy,1
-98,5G,7.675087255285987,105.51893560350727,182.33340259619834,Foggy,1
-74,4G,9.410150152277394,61.70724135191731,250.1974583813282,Clear,1
-75,3G,0.2566494027685261,64.70292954163595,138.14813983123085,Foggy,1
-109,4G,5.275325401462511,30.61121193988553,559.8589710523232,Foggy,1
-108,5G,4.76158682660945,92.14516363604537,295.4221460253197,Clear,1
-59,4G,6.5949447175594695,90.21535048407077,380.11662881650403,Clear,1
-61,2G,5.639830659206885,70.6038827061188,441.89185816577566,Rainy,0
-78,4G,6.901687590766557,25.51971438136114,225.8081242042257,Rainy,0
-45,3G,6.6150175890169844,11.642186188450733,433.460484450789,Rainy,0
-53,4G,1.2584160760936676,7.708629102855107,407.21553140502243,Rainy,0
-116,4G,8.017207344825325,71.12352799714533,424.8673036549982,Clear,1
-84,2G,1.320002499591616,99.004238297136,296.0917906217447,Foggy,1
-49,4G,7.015453189570457,102.99965181371098,232.8477424635122,Foggy,1
-90,4G,4.219839139642007,55.63464892121398,137.13890198434896,Foggy,1
-112,5G,5.1871222723083195,94.11255591680603,495.65267991653127,Rainy,1
-70,5G,9.042650342319535,113.62562356092283,366.9682776863488,Clear,1
-92,3G,8.909848892087517,33.02041349856816,269.3895566780095,Clear,1
-43,5G,8.196777425984793,47.75524156569086,566.6775644928138,Clear,1
-81,5G,5.1504689665176,111.77747911160168,33.46409344168809,Foggy,1
-80,5G,7.388774120324948,40.58771607807418,510.8523073970033,Rainy,0
-110,5G,5.177680849636213,109.66515483861555,598.5616428028536,Clear,1
-98,2G,8.709100216500296,117.72538347053589,532.7305559753061,Rainy,1
-120,5G,4.087480749005709,79.41728742893096,487.20976844129706,Clear,1
-75,2G,9.705329909707281,98.02683474050019,227.71206607676316,Rainy,1
-100,2G,9.329995306465888,89.94546770653022,142.63193844606462,Clear,1
-85,5G,7.441865932572677,83.94411091386286,442.23605969726265,Rainy,1
-67,4G,2.866217253343113,36.83172875774791,186.2223429416982,Clear,0
-64,2G,1.4033705290532583,6.851320548953246,109.74361088220755,Clear,0
-120,4G,8.561564155922655,41.166207902358074,472.9829028266368,Rainy,1
-58,4G,1.7364926327658168,80.0323182244688,190.96347308084972,Rainy,1
-67,5G,8.557181811073624,12.303503787336165,549.0928290449664,Foggy,1
-66,3G,4.958573566452368,1.430157957389051,505.17642366737954,Rainy,0
-81,5G,4.124912159700232,16.763084712352637,509.34599605800685,Clear,0
-106,3G,9.041588710460848,85.88831116929543,464.0839870032166,Clear,1
-100,3G,6.078124727148751,116.73524419877327,529.1244471459684,Rainy,1
-74,5G,5.808478670584206,117.96776395377846,484.4194008459815,Foggy,1
-48,5G,5.631782851781536,59.27749789682255,363.49426132696357,Rainy,0
-68,3G,3.7745782085933612,104.32227611908169,181.01451755620857,Clear,1
-112,5G,7.87786672493836,88.41917469018048,533.4844699624186,Clear,1
-47,3G,2.602704595756153,60.12482843815241,505.15915555004915,Foggy,1
-69,4G,9.395060104408623,68.73126395461041,286.36319671527434,Rainy,1
-64,5G,8.950453529964912,16.46725759402453,28.251818171163336,Clear,1
-95,4G,3.441055224181492,112.51937527399105,384.9335178041385,Clear,1
-80,2G,7.3216913213334704,42.23157248781321,35.10512793756613,Clear,0
-86,4G,5.774909625050955,53.53791077486034,556.1365772998023,Rainy,0
-58,4G,3.4427280897924226,80.59922771974784,577.1705976920576,Rainy,1
-96,3G,9.886364315154923,40.06829658318647,117.74663681026452,Foggy,1
-46,4G,0.34984972389781566,30.511099318671665,407.45167994267143,Clear,0
-83,5G,2.6011957031507382,75.72592719242647,59.90005771484385,Clear,0
-119,3G,5.248733205000389,2.998089873821934,439.06257250100765,Foggy,1
-114,2G,5.2673347344377826,86.48701344320146,211.63616136084138,Clear,1
-87,5G,5.930437441961085,61.68280438518117,410.22481647961496,Foggy,1
-104,2G,7.541594103026901,72.69044766251213,226.86152297529583,Foggy,1
-78,4G,6.272430522141034,75.82561910962622,91.61266835077527,Clear,0
-62,5G,6.042786459227566,63.246018779107644,246.63543839902192,Rainy,0
-70,5G,0.6297931828391286,69.90405329288832,72.04074834770006,Rainy,0
-67,2G,3.8276498491140534,82.05458410678494,348.24554861128274,Rainy,1
-97,5G,2.397351823041445,90.3742616615609,29.366161628940468,Rainy,1
-96,5G,2.727164104859557,87.29428695433445,318.7552093619165,Clear,1
-50,5G,5.587940995969414,104.3539749278714,532.3893450218468,Foggy,1
-69,4G,2.0751026178031236,22.73321198008833,503.5345957210208,Foggy,1
-51,2G,3.010096100067286,48.1377563390157,530.2551112777655,Clear,0
-88,5G,2.447138614321667,113.73552792173486,553.6190372656288,Rainy,1
-72,3G,9.490179137860128,47.59086892635957,67.19409328603805,Foggy,1
-92,3G,9.452190748493843,14.984409228710721,81.60458571104927,Clear,1
-58,3G,6.1384214301009115,63.053415163461544,336.4190497563115,Clear,0
-99,3G,9.25277244044581,13.13891670653546,536.9137377125354,Rainy,1
-95,4G,7.879545190136894,24.342388647343824,584.7379266317982,Clear,0
-93,5G,5.940484039737907,119.7982507885148,32.52584081729998,Foggy,1
-72,2G,0.16370859381827757,64.96351660753584,216.68558009939278,Foggy,1
-50,5G,7.7479112321861,34.08700668485148,131.6720815226961,Clear,0
-72,4G,7.054634581725842,119.37299454886873,454.7996801140926,Foggy,1
-101,3G,6.1910111674958985,115.98707022661718,385.91535177953403,Clear,1
-58,4G,7.62820068565647,52.88868493011162,76.33337873288802,Foggy,1
-60,5G,5.17792943127018,31.248373054549006,292.69563008215806,Rainy,0
-72,2G,7.070424386081257,100.6079565710628,412.8371108109184,Foggy,1
-50,4G,9.358203658592284,85.87448603661429,468.5082093848024,Rainy,1
-120,2G,3.8204696568762544,82.43297220042125,16.931362321485075,Rainy,1
-108,4G,7.110406165516191,107.1736489586967,534.8293965204144,Clear,1
-70,2G,4.809309398308491,82.73005606455895,343.72242285556206,Rainy,1
-65,2G,6.776556552958417,34.0557531649859,488.0859234011433,Foggy,1
-59,3G,7.652644021988205,83.26357942508787,485.72312785849863,Foggy,1
-89,2G,0.5499797543143801,36.697621354039676,117.96233286122664,Rainy,0
-91,3G,6.501344395091753,91.1086775588394,70.5524115509117,Clear,1
-92,5G,2.3447377256287516,74.36974253898792,434.1659250394269,Rainy,0
-72,5G,6.733322124294911,9.28938623817007,98.07401669886335,Foggy,1
-76,3G,4.736468840744753,61.540243492217044,510.7128073858106,Foggy,1
-91,3G,7.7581721444623835,41.196116303488914,437.0827428979525,Rainy,0
-105,4G,1.3216680705354047,39.42847592787531,505.88609179733123,Rainy,1
-81,4G,6.300591281396331,72.27075628527086,182.9125443675609,Rainy,0
-102,4G,2.856860216382768,38.678978936330985,193.37584594428859,Foggy,1
-103,5G,8.544521753772855,93.22724978458471,404.376826026059,Foggy,1
-120,4G,9.290996705799444,8.494972321340931,23.710343260073785,Foggy,1
-43,2G,9.964343107422648,79.24659028749905,437.2655640707665,Clear,1
-74,2G,7.980473284030104,97.10337643880895,502.29092715848776,Foggy,1
-55,4G,7.561967297237245,80.7398027904516,252.02233402944188,Foggy,1
-83,2G,2.2334575127887555,59.66750340239949,460.10290390263884,Clear,0
-70,5G,3.426469884002077,114.03684164834175,108.89349560444586,Clear,1
-58,2G,4.710257163446567,35.99261877576763,196.7449343225934,Clear,0
-117,5G,7.7564723730442715,2.3001465029973334,584.7114530507341,Clear,1
-120,3G,9.15816206427189,51.8387245756129,591.8652632682752,Clear,1
-113,3G,1.972477090227548,3.96143230803927,310.00000654784486,Clear,1
-92,3G,9.231438098234019,114.47241030316906,560.8905259210068,Rainy,1
-66,3G,6.986684058305174,25.19016548976618,316.0247534438285,Rainy,0
-118,2G,6.146630233781882,94.67124287386554,178.4949362558886,Rainy,1
-89,4G,2.078428585691201,92.94864998092379,163.80507641876923,Rainy,1
-111,2G,0.6496978248105905,26.12746796195202,558.0558946940486,Foggy,1
-47,5G,5.727802495228605,74.54718365762008,107.60560143944618,Clear,0
-87,2G,6.5500052649560345,5.769476218374026,349.8813126300818,Foggy,1
-66,2G,2.1867363486114137,58.028950284464095,335.5374154973182,Clear,0
-89,5G,5.608916437672018,1.7576552726984085,445.074902368532,Clear,0
-71,3G,8.579284687349478,110.53726562170101,302.049529977241,Foggy,1
-114,3G,8.367152860004698,117.13032290394861,167.00996812133985,Rainy,1
-113,3G,9.280816287804342,26.67393199663023,105.79091728078923,Foggy,1
-56,4G,3.7222695146131164,24.972724151564734,374.3871880860056,Foggy,1
-64,5G,3.2486907682540953,90.44642118745556,432.7995003276737,Clear,1
-54,5G,7.519317459210006,30.405527859520134,343.8651608158094,Clear,0
-62,2G,4.368012810460349,107.4091870994214,444.3190098871109,Clear,1
-49,4G,0.9667317738750281,68.87149633475786,89.20511545772628,Rainy,0
-67,3G,2.8997311936379475,42.09331476123745,530.0697659911656,Foggy,1
-54,4G,4.243964626761742,99.9232495619304,351.5253275030593,Foggy,1
-70,5G,2.995912612214895,59.20880404960742,80.4721365010953,Rainy,0
-113,5G,3.3888351523784843,109.39594964501707,279.84549650241235,Foggy,1
-87,2G,3.0083814711264685,111.36170840752573,507.6510840302173,Foggy,1
-86,2G,0.5108417551124865,19.850418255409117,539.0495051046303,Clear,0
-43,5G,6.407237538161981,0.2788087358316327,162.46645547426309,Rainy,0
-89,3G,6.013194961499346,118.07171281708827,428.20316570271956,Clear,1
-75,3G,6.5684966349389375,108.73650433529752,64.49122225284714,Rainy,1
-105,4G,2.003867970732912,6.653428284460969,24.9597934902339,Clear,1
-53,5G,3.0269799619636046,99.9641116729284,338.4373775228659,Foggy,1
-84,5G,6.2341976767547305,54.9365919071048,418.4224097002349,Rainy,0
-67,3G,6.0363129277532215,31.075392602997027,478.4931050500187,Rainy,0
-107,3G,5.112670062607251,105.44958284123157,207.42866188092412,Clear,1
-66,5G,3.5690911751009544,23.60006788683687,8.882619205187758,Rainy,0
-73,2G,9.13801694726943,113.67599993040803,290.3139460812555,Foggy,1
-114,5G,3.4637253987585535,24.67457852392093,14.432859497272354,Foggy,1
-47,5G,4.610629648728791,73.64198252744923,59.73078384912596,Foggy,1
-114,3G,6.813326926446666,26.770360143476985,199.37996840639028,Clear,1
-88,3G,5.475912165580965,65.48023979623618,265.1173694883054,Rainy,0
-98,2G,3.5341711660074173,82.07701558981695,171.2843175316409,Clear,1
-102,2G,4.412883425519447,22.827351698416507,351.20983357030116,Foggy,1
-102,4G,7.96536009674971,62.506293924081504,37.93312458476664,Rainy,1
-85,5G,2.8534786393174634,56.28716932681428,91.0249275925529,Foggy,1
-92,3G,1.508326873790473,8.52449056840095,418.67874844948295,Rainy,0
-61,2G,3.2003156981147933,98.19693812103635,89.57380789076105,Rainy,1
-119,4G,8.510388733330222,40.281888077141005,385.66624493440133,Clear,1
-120,4G,0.9809981770778319,68.94986370622554,37.537349348252505,Rainy,1
-74,3G,9.917791126387273,61.774108191976126,247.39245607588853,Foggy,1
-52,3G,5.4559286993838585,61.59126054845307,110.5586347221035,Rainy,0
-101,4G,9.84997286527423,12.866687305018495,70.23358810843592,Foggy,1
-110,2G,9.396064578651178,50.81784110991993,342.38450618323037,Clear,1
-119,4G,4.5828557706880755,54.284011104788426,557.3597843433449,Foggy,1
-54,5G,2.065061638592956,88.03714084373382,37.59829351451155,Rainy,1
-109,5G,1.7323592879948708,100.80225983048382,255.82477768973035,Foggy,1
-101,3G,2.4758947023125795,65.39787337200215,425.983585458539,Foggy,1
